,num_users,num_servers,fnn_user,fnn_server,random_user,random_server,greedy_user,greedy_server,mcf_user,mcf_server,fuzzy_user,fuzzy_server
0,500,112,0.9600000381469727,0.9375000596046448,0.924,0.9732142857142857,0.956,1.0,0.944,0.6964285714285714,0.944,0.9732142857142857
0,500,112,0.9460000395774841,0.9375000596046448,0.914,0.9732142857142857,0.942,0.9910714285714286,0.93,0.6696428571428571,0.936,0.9821428571428571
0,500,112,0.9500000476837158,0.8928571939468384,0.936,0.9553571428571429,0.95,1.0,0.936,0.6875,0.948,0.9464285714285714
0,500,112,0.9500000476837158,0.9464285969734192,0.92,0.9642857142857143,0.962,0.9910714285714286,0.944,0.7053571428571429,0.946,0.9375
0,500,112,0.9460000395774841,0.8839285969734192,0.922,0.9642857142857143,0.948,0.9642857142857143,0.932,0.6875,0.946,0.9285714285714286
0,500,112,0.9340000152587891,0.9196429252624512,0.9,0.9553571428571429,0.926,0.9910714285714286,0.928,0.6964285714285714,0.926,0.9732142857142857
0,500,112,0.9340000152587891,0.910714328289032,0.91,0.9642857142857143,0.936,0.9821428571428571,0.924,0.6785714285714286,0.93,0.9732142857142857
0,500,112,0.9480000734329224,0.9017857313156128,0.912,0.9464285714285714,0.938,0.9821428571428571,0.926,0.6696428571428571,0.94,0.9285714285714286
0,500,112,0.9500000476837158,0.9642857313156128,0.924,0.9642857142857143,0.948,0.9910714285714286,0.934,0.7053571428571429,0.942,0.9732142857142857
0,500,112,0.9540000557899475,0.9196429252624512,0.926,0.9375,0.952,0.9732142857142857,0.934,0.6875,0.956,0.9375
0,500,112,0.9480000734329224,0.9464285969734192,0.936,0.9642857142857143,0.942,0.9642857142857143,0.932,0.6696428571428571,0.948,0.9642857142857143
0,500,112,0.9300000667572021,0.9017857313156128,0.91,0.9553571428571429,0.922,0.9642857142857143,0.908,0.6517857142857143,0.928,0.9464285714285714
0,500,112,0.956000030040741,0.9285714626312256,0.942,0.9553571428571429,0.952,0.9732142857142857,0.948,0.6964285714285714,0.95,0.9910714285714286
0,500,112,0.9620000720024109,0.9464285969734192,0.932,0.9642857142857143,0.948,0.9642857142857143,0.938,0.6875,0.948,0.9732142857142857
0,500,112,0.9440000653266907,0.9553571939468384,0.92,0.9732142857142857,0.938,0.9821428571428571,0.92,0.6875,0.932,0.9732142857142857
0,500,112,0.9440000653266907,0.910714328289032,0.912,0.9553571428571429,0.938,0.9910714285714286,0.932,0.6875,0.936,0.9553571428571429
0,500,112,0.9580000638961792,0.9553571939468384,0.928,0.9821428571428571,0.956,0.9910714285714286,0.942,0.6964285714285714,0.952,0.9732142857142857
0,500,112,0.9300000667572021,0.9017857313156128,0.912,0.9642857142857143,0.93,0.9910714285714286,0.922,0.6964285714285714,0.928,0.9553571428571429
0,500,112,0.9600000381469727,0.9553571939468384,0.944,0.9821428571428571,0.954,0.9910714285714286,0.948,0.7321428571428571,0.956,0.9642857142857143
0,500,112,0.9600000381469727,0.9553571939468384,0.94,0.9553571428571429,0.96,0.9821428571428571,0.95,0.7053571428571429,0.96,0.9375
0,500,112,0.940000057220459,0.9375000596046448,0.918,0.9732142857142857,0.936,1.0,0.926,0.7142857142857143,0.932,0.9553571428571429
0,500,112,0.9520000219345093,0.9375000596046448,0.944,0.9642857142857143,0.96,0.9821428571428571,0.956,0.7232142857142857,0.956,0.9642857142857143
0,500,112,0.9360000491142273,0.9375000596046448,0.908,0.9732142857142857,0.938,0.9732142857142857,0.924,0.6607142857142857,0.934,0.9553571428571429
0,500,112,0.9420000314712524,0.9464285969734192,0.92,0.9553571428571429,0.942,1.0,0.93,0.7410714285714286,0.94,0.9553571428571429
0,500,112,0.9440000653266907,0.9196429252624512,0.92,0.9553571428571429,0.942,0.9732142857142857,0.934,0.7321428571428571,0.94,0.9553571428571429
0,500,112,0.9540000557899475,0.9375000596046448,0.926,0.9553571428571429,0.946,0.9910714285714286,0.948,0.7142857142857143,0.944,0.9642857142857143
0,500,112,0.9380000233650208,0.9375000596046448,0.914,0.9732142857142857,0.932,0.9821428571428571,0.928,0.6785714285714286,0.938,0.9732142857142857
0,500,112,0.9720000624656677,0.9464285969734192,0.962,0.9732142857142857,0.978,0.9910714285714286,0.97,0.7053571428571429,0.974,0.9553571428571429
0,500,112,0.940000057220459,0.9285714626312256,0.918,0.9553571428571429,0.932,0.9732142857142857,0.934,0.7053571428571429,0.926,0.9285714285714286
0,500,112,0.9480000734329224,0.848214328289032,0.916,0.9464285714285714,0.956,0.9910714285714286,0.932,0.6875,0.94,0.9464285714285714
0,500,112,0.956000030040741,0.9464285969734192,0.924,0.9553571428571429,0.942,0.9821428571428571,0.938,0.7232142857142857,0.946,0.9196428571428571
0,500,112,0.9540000557899475,0.973214328289032,0.938,0.9910714285714286,0.946,0.9910714285714286,0.94,0.6875,0.946,0.9375
0,500,112,0.9420000314712524,0.9196429252624512,0.916,0.9464285714285714,0.93,0.9732142857142857,0.928,0.6785714285714286,0.924,0.9464285714285714
0,500,112,0.9500000476837158,0.9285714626312256,0.922,0.9553571428571429,0.944,1.0,0.934,0.6785714285714286,0.94,0.9910714285714286
0,500,112,0.9440000653266907,0.9017857313156128,0.914,0.9642857142857143,0.942,0.9732142857142857,0.934,0.6517857142857143,0.934,0.9821428571428571
0,500,112,0.9660000205039978,0.9375000596046448,0.936,0.9732142857142857,0.964,0.9732142857142857,0.938,0.7142857142857143,0.962,0.9642857142857143
0,500,112,0.9720000624656677,0.9196429252624512,0.952,0.9732142857142857,0.976,0.9821428571428571,0.97,0.7321428571428571,0.968,0.9732142857142857
0,500,112,0.9420000314712524,0.9375000596046448,0.918,0.9732142857142857,0.944,0.9821428571428571,0.934,0.6696428571428571,0.934,0.9821428571428571
0,500,112,0.9600000381469727,0.9464285969734192,0.934,0.9732142857142857,0.956,1.0,0.944,0.75,0.956,0.9732142857142857
0,500,112,0.9740000367164612,0.910714328289032,0.946,0.9553571428571429,0.978,1.0,0.958,0.6964285714285714,0.974,0.9464285714285714
0,500,112,0.9800000190734863,0.9642857313156128,0.964,0.9821428571428571,0.974,0.9821428571428571,0.962,0.6785714285714286,0.97,0.9464285714285714
0,500,112,0.956000030040741,0.9196429252624512,0.93,0.9285714285714286,0.948,1.0,0.936,0.6875,0.952,0.9732142857142857
0,500,112,0.940000057220459,0.8928571939468384,0.914,0.9464285714285714,0.942,1.0,0.916,0.6875,0.936,0.9553571428571429
0,500,112,0.9800000190734863,0.9196429252624512,0.958,0.9642857142857143,0.976,0.9910714285714286,0.968,0.6785714285714286,0.974,0.9642857142857143
0,500,112,0.9540000557899475,0.9375000596046448,0.938,1.0,0.95,0.9642857142857143,0.952,0.7053571428571429,0.948,0.9642857142857143
0,500,112,0.9620000720024109,0.9375000596046448,0.942,0.9553571428571429,0.958,0.9821428571428571,0.942,0.6785714285714286,0.956,0.9375
0,500,112,0.940000057220459,0.9553571939468384,0.918,0.9732142857142857,0.936,0.9821428571428571,0.918,0.6785714285714286,0.934,0.9910714285714286
0,500,112,0.956000030040741,0.9375000596046448,0.926,0.9732142857142857,0.952,0.9732142857142857,0.95,0.7053571428571429,0.952,0.9285714285714286
0,500,112,0.9580000638961792,0.910714328289032,0.93,0.9821428571428571,0.95,0.9732142857142857,0.94,0.6785714285714286,0.948,0.9196428571428571
0,500,112,0.9580000638961792,0.9285714626312256,0.946,0.9642857142857143,0.972,0.9910714285714286,0.95,0.6607142857142857,0.962,0.9285714285714286
0,500,112,0.9420000314712524,0.9464285969734192,0.924,0.9732142857142857,0.942,0.9910714285714286,0.934,0.6785714285714286,0.946,0.9732142857142857
0,500,112,0.940000057220459,0.9464285969734192,0.922,0.9732142857142857,0.942,0.9821428571428571,0.93,0.6875,0.936,0.9464285714285714
0,500,112,0.956000030040741,0.9285714626312256,0.924,0.9375,0.96,0.9910714285714286,0.932,0.6964285714285714,0.956,0.9553571428571429
0,500,112,0.9620000720024109,0.973214328289032,0.936,0.9553571428571429,0.944,0.9821428571428571,0.944,0.7053571428571429,0.944,0.9375
0,500,112,0.9340000152587891,0.910714328289032,0.908,0.9553571428571429,0.936,0.9642857142857143,0.918,0.6785714285714286,0.932,0.9910714285714286
0,500,112,0.9420000314712524,0.9196429252624512,0.926,0.9553571428571429,0.942,0.9642857142857143,0.932,0.7053571428571429,0.94,0.9821428571428571
0,500,112,0.9340000152587891,0.9464285969734192,0.916,1.0,0.94,1.0,0.932,0.6875,0.932,0.9642857142857143
0,500,112,0.9620000720024109,0.9196429252624512,0.944,0.9732142857142857,0.964,0.9821428571428571,0.95,0.75,0.962,0.9553571428571429
0,500,112,0.9520000219345093,0.8839285969734192,0.966,0.9375,0.966,0.9910714285714286,0.948,0.7142857142857143,0.96,0.9375
0,500,112,0.9640000462532043,0.9196429252624512,0.944,0.9642857142857143,0.962,0.9821428571428571,0.946,0.7142857142857143,0.96,0.9464285714285714
0,500,112,0.9640000462532043,0.910714328289032,0.94,0.9464285714285714,0.964,0.9821428571428571,0.942,0.7142857142857143,0.958,0.9464285714285714
0,500,112,0.9320000410079956,0.9375000596046448,0.908,0.9642857142857143,0.918,0.9910714285714286,0.924,0.7232142857142857,0.918,0.9732142857142857
0,500,112,0.9660000205039978,0.9464285969734192,0.932,0.9553571428571429,0.956,0.9910714285714286,0.944,0.7053571428571429,0.958,0.9375
0,500,112,0.9380000233650208,0.910714328289032,0.906,0.9553571428571429,0.928,1.0,0.918,0.6696428571428571,0.918,0.9285714285714286
0,500,112,0.9480000734329224,0.9375000596046448,0.922,0.9642857142857143,0.94,0.9821428571428571,0.94,0.6696428571428571,0.938,0.9553571428571429
0,500,112,0.9440000653266907,0.910714328289032,0.93,0.9821428571428571,0.942,1.0,0.934,0.6964285714285714,0.942,0.9285714285714286
0,500,112,0.9640000462532043,0.9196429252624512,0.95,0.9821428571428571,0.966,0.9910714285714286,0.95,0.7410714285714286,0.96,0.9375
0,500,112,0.9480000734329224,0.9821429252624512,0.92,0.9821428571428571,0.946,0.9821428571428571,0.926,0.6875,0.938,0.9910714285714286
0,500,112,0.9700000286102295,0.9285714626312256,0.95,0.9285714285714286,0.964,0.9910714285714286,0.956,0.6696428571428571,0.954,0.9642857142857143
0,500,112,0.9480000734329224,0.9285714626312256,0.924,0.9910714285714286,0.946,1.0,0.936,0.6964285714285714,0.94,0.9732142857142857
0,500,112,0.9580000638961792,0.9464285969734192,0.93,0.9642857142857143,0.948,0.9642857142857143,0.938,0.6875,0.942,0.9553571428571429
0,500,112,0.9600000381469727,0.910714328289032,0.942,0.9821428571428571,0.968,0.9821428571428571,0.946,0.7232142857142857,0.966,0.9464285714285714
0,500,112,0.9460000395774841,0.9285714626312256,0.916,0.9732142857142857,0.948,0.9732142857142857,0.918,0.6875,0.94,0.9821428571428571
0,500,112,0.9600000381469727,0.9375000596046448,0.938,0.9464285714285714,0.958,0.9910714285714286,0.946,0.75,0.96,0.9553571428571429
0,500,112,0.9700000286102295,0.9285714626312256,0.944,0.9642857142857143,0.96,1.0,0.968,0.6964285714285714,0.958,0.9642857142857143
0,500,112,0.9460000395774841,0.8750000596046448,0.936,0.9732142857142857,0.938,0.9910714285714286,0.93,0.6696428571428571,0.938,0.9732142857142857
0,500,112,0.9460000395774841,0.9464285969734192,0.938,0.9821428571428571,0.956,0.9732142857142857,0.938,0.6964285714285714,0.952,0.9553571428571429
0,500,112,0.9660000205039978,0.9375000596046448,0.946,0.9821428571428571,0.956,0.9910714285714286,0.952,0.6964285714285714,0.966,0.9642857142857143
0,500,112,0.9580000638961792,0.9464285969734192,0.938,0.9821428571428571,0.954,0.9821428571428571,0.94,0.7142857142857143,0.946,0.9642857142857143
0,500,112,0.9600000381469727,0.910714328289032,0.93,0.9732142857142857,0.948,0.9910714285714286,0.944,0.6785714285714286,0.944,0.9642857142857143
0,500,112,0.9520000219345093,0.8839285969734192,0.914,0.9285714285714286,0.936,0.9553571428571429,0.938,0.7053571428571429,0.938,0.9375
0,500,112,0.9320000410079956,0.9553571939468384,0.912,0.9553571428571429,0.92,0.9821428571428571,0.918,0.6696428571428571,0.924,0.9642857142857143
0,500,112,0.9540000557899475,0.9642857313156128,0.93,0.9732142857142857,0.946,0.9821428571428571,0.938,0.7142857142857143,0.942,0.9732142857142857
