,num_users,num_servers,fnn1_user,fnn1_server,fnn2_user,fnn2_server,fnn_user,fnn_server,random_user,random_server,greedy_user,greedy_server,mcf_user,mcf_server,fuzzy_user,fuzzy_server
0,500,65,0.8400000333786011,0.8153846263885498,0.89000004529953,0.892307698726654,0.8880000710487366,0.892307698726654,0.822,0.9846153846153847,0.864,1.0,0.84,0.7384615384615385,0.866,0.9538461538461539
0,500,65,0.8280000686645508,0.8153846263885498,0.8760000467300415,0.8615384697914124,0.8700000643730164,0.8307692408561707,0.782,0.9846153846153847,0.85,1.0,0.83,0.7384615384615385,0.844,0.9230769230769231
0,500,65,0.8360000252723694,0.8461538553237915,0.8440000414848328,0.9384615421295166,0.8560000658035278,0.8769230842590332,0.8,0.9692307692307692,0.86,1.0,0.808,0.7846153846153846,0.862,0.9538461538461539
0,500,65,0.8480000495910645,0.8153846263885498,0.8840000629425049,0.9076923131942749,0.8880000710487366,0.8769230842590332,0.818,0.9846153846153847,0.87,1.0,0.826,0.7230769230769231,0.868,0.9230769230769231
0,500,65,0.8440000414848328,0.8153846263885498,0.8700000643730164,0.892307698726654,0.8720000386238098,0.8615384697914124,0.806,0.9692307692307692,0.862,1.0,0.822,0.7846153846153846,0.85,0.9230769230769231
0,500,65,0.8420000672340393,0.8461538553237915,0.8840000629425049,0.9230769276618958,0.8680000305175781,0.8769230842590332,0.816,1.0,0.858,1.0,0.824,0.7846153846153846,0.858,0.9538461538461539
0,500,65,0.8520000576972961,0.800000011920929,0.9020000696182251,0.892307698726654,0.9000000357627869,0.9230769276618958,0.81,1.0,0.86,1.0,0.852,0.7538461538461538,0.858,0.8923076923076924
0,500,65,0.8360000252723694,0.7846153974533081,0.8920000195503235,0.8615384697914124,0.8860000371932983,0.8153846263885498,0.812,1.0,0.862,1.0,0.84,0.7846153846153846,0.85,0.9692307692307692
0,500,65,0.8360000252723694,0.800000011920929,0.8660000562667847,0.8769230842590332,0.8660000562667847,0.8461538553237915,0.788,0.9846153846153847,0.844,1.0,0.806,0.7692307692307693,0.83,0.9230769230769231
0,500,65,0.8140000104904175,0.7846153974533081,0.8540000319480896,0.8461538553237915,0.8580000400543213,0.8153846263885498,0.764,1.0,0.81,1.0,0.804,0.7230769230769231,0.82,0.9076923076923077
0,500,65,0.8440000414848328,0.8307692408561707,0.8820000290870667,0.8615384697914124,0.8820000290870667,0.8615384697914124,0.8,0.9692307692307692,0.854,1.0,0.818,0.7538461538461538,0.846,0.9076923076923077
0,500,65,0.8140000104904175,0.7538461685180664,0.8640000224113464,0.9230769276618958,0.862000048160553,0.8769230842590332,0.768,1.0,0.816,1.0,0.806,0.7846153846153846,0.82,0.9230769230769231
0,500,65,0.7980000376701355,0.8307692408561707,0.8360000252723694,0.8769230842590332,0.8380000591278076,0.8615384697914124,0.758,0.9846153846153847,0.824,1.0,0.804,0.8153846153846154,0.81,0.9384615384615385
0,500,65,0.8360000252723694,0.8307692408561707,0.8700000643730164,0.9230769276618958,0.8680000305175781,0.892307698726654,0.808,1.0,0.854,1.0,0.832,0.8307692307692308,0.858,0.9692307692307692
0,500,65,0.8400000333786011,0.800000011920929,0.8740000128746033,0.8615384697914124,0.8660000562667847,0.8307692408561707,0.808,1.0,0.874,1.0,0.828,0.7692307692307693,0.866,0.9230769230769231
0,500,65,0.8340000510215759,0.7846153974533081,0.8560000658035278,0.8615384697914124,0.862000048160553,0.8615384697914124,0.79,1.0,0.856,1.0,0.818,0.7692307692307693,0.84,0.8769230769230769
