,num_users,num_servers,fnn1_user,fnn1_server,fnn2_user,fnn2_server,fnn_user,fnn_server,random_user,random_server,greedy_user,greedy_server,mcf_user,mcf_server,fuzzy_user,fuzzy_server
0,800,65,0.7137500047683716,1.0,0.7475000023841858,0.9846153855323792,0.7450000047683716,1.0,0.6425,1.0,0.6825,1.0,0.715,0.9538461538461539,0.6575,0.9692307692307692
0,800,65,0.699999988079071,0.9846153855323792,0.7487499713897705,1.0,0.7537499666213989,1.0,0.64375,1.0,0.67625,1.0,0.7175,0.9846153846153847,0.67125,1.0
0,800,65,0.6737499833106995,0.9384615421295166,0.7174999713897705,0.9538461565971375,0.7237499952316284,0.9538461565971375,0.61875,1.0,0.65875,1.0,0.68875,0.9230769230769231,0.65,0.9692307692307692
0,800,65,0.6899999976158142,0.9846153855323792,0.73499995470047,1.0,0.7462499737739563,1.0,0.64125,1.0,0.6725,1.0,0.72,0.9846153846153847,0.65375,0.9846153846153847
0,800,65,0.6812499761581421,0.9692307710647583,0.7337499856948853,1.0,0.7299999594688416,1.0,0.63,1.0,0.655,1.0,0.68875,0.9230769230769231,0.64125,0.9692307692307692
0,800,65,0.7162500023841858,0.9692307710647583,0.7737500071525574,1.0,0.7674999833106995,1.0,0.6625,1.0,0.7,1.0,0.7225,0.9384615384615385,0.68125,0.9846153846153847
0,800,65,0.6974999904632568,0.9538461565971375,0.7274999618530273,0.9692307710647583,0.7362499833106995,0.9846153855323792,0.6275,1.0,0.67125,1.0,0.7,0.8923076923076924,0.66125,0.9692307692307692
0,800,65,0.6862499713897705,0.9384615421295166,0.7174999713897705,0.9692307710647583,0.71875,0.9538461565971375,0.61,1.0,0.65875,1.0,0.685,0.9076923076923077,0.6575,0.9846153846153847
0,800,65,0.6962499618530273,0.9692307710647583,0.737500011920929,0.9846153855323792,0.7400000095367432,0.9846153855323792,0.635,1.0,0.67125,1.0,0.70875,0.9692307692307692,0.65875,1.0
0,800,65,0.71875,1.0,0.7425000071525574,0.9846153855323792,0.75,0.9846153855323792,0.64375,1.0,0.69,1.0,0.69875,0.9384615384615385,0.65875,0.9692307692307692
0,800,65,0.6762499809265137,0.9538461565971375,0.731249988079071,0.9846153855323792,0.737500011920929,0.9846153855323792,0.64125,1.0,0.67625,1.0,0.71625,0.9846153846153847,0.655,1.0
0,800,65,0.6837499737739563,0.9692307710647583,0.7262499928474426,1.0,0.7425000071525574,1.0,0.6525,1.0,0.69,1.0,0.69375,0.9538461538461539,0.67875,1.0
0,800,65,0.706250011920929,0.9846153855323792,0.7437499761581421,1.0,0.7487499713897705,1.0,0.64625,1.0,0.68375,1.0,0.715,0.9384615384615385,0.685,0.9692307692307692
